Doping,Doping concentration,Al_thick,%Al,Ion (mA/mm),GMmax (mS/mm),Vth(V)
0,6.00E+18,0.023,0.29,422.352,97.436,-7.544
0,6.00E+18,0.023,0.31,398.863,99.284,-7.971
0,6.00E+18,0.025,0.15,254.399,66.944,-5.48
0,6.00E+18,0.025,0.17,281.027,71.528,-5.922
0,6.00E+18,0.025,0.19,307.961,75.968,-6.363
0,6.00E+18,0.025,0.21,335.089,80.38,-6.8
0,6.00E+18,0.025,0.23,362.191,84.444,-7.238
0,6.00E+18,0.025,0.25,388.859,88.464,-7.7
0,6.00E+18,0.025,0.27,414.316,92.24,-8.164
0,6.00E+18,0.025,0.29,432.98,95.536,-8.63
0,6.00E+18,0.025,0.31,409.312,97.328,-9.099
0,6.00E+18,0.027,0.15,262.869,66.264,-6.369
0,6.00E+18,0.027,0.17,289.459,70.684,-6.835
0,6.00E+18,0.027,0.19,316.418,75.04,-7.304
0,6.00E+18,0.027,0.21,343.62,79.168,-7.776
0,6.00E+18,0.027,0.23,370.826,83.072,-8.254
0,6.00E+18,0.027,0.25,397.607,86.836,-8.744
0,6.00E+18,0.027,0.27,423.153,90.452,-9.24
0,6.00E+18,0.027,0.29,441.76,93.668,-9.741
0,6.00E+18,0.027,0.31,418.357,95.288,-10.246
0,6.00E+18,0.029,0.15,268.916,65.704,-7.287
0,6.00E+18,0.029,0.17,295.52,69.98,-7.789
0,6.00E+18,0.029,0.19,322.523,74.096,-8.298
0,6.00E+18,0.029,0.21,349.799,78.064,-8.814
0,6.00E+18,0.029,0.23,377.107,81.868,-9.336
0,6.00E+18,0.029,0.25,404.018,85.484,-9.864
0,6.00E+18,0.029,0.27,429.713,88.868,-10.395
0,6.00E+18,0.029,0.29,448.491,91.92,-10.93
0,6.00E+18,0.029,0.31,425.889,93.56,-11.468
0,8.00E+18,0.015,0.15,143.07,73.812,-2.315
0,8.00E+18,0.015,0.17,172.389,79.664,-2.578
0,8.00E+18,0.015,0.19,204.2725,85.304,-2.843
0,8.00E+18,0.015,0.21,238.0585,90.676,-3.11
0,8.00E+18,0.015,0.23,272.6235,95.948,-3.38
0,8.00E+18,0.015,0.25,306.8945,101.04,-3.651
0,8.00E+18,0.015,0.27,339.5165,105.82,-3.924
0,8.00E+18,0.015,0.29,367.6725,110.096,-4.198
0,8.00E+18,0.015,0.31,364.444,112.216,-4.473
0,8.00E+18,0.017,0.15,194.599,73.3,-3.077
0,8.00E+18,0.017,0.17,226.7275,78.7,-3.375
0,8.00E+18,0.017,0.19,258.874,83.98,-3.67
0,8.00E+18,0.017,0.21,290.259,89.132,-3.964
0,8.00E+18,0.017,0.23,320.6635,94.12,-4.265
0,8.00E+18,0.017,0.25,350.0235,98.884,-4.588
0,8.00E+18,0.017,0.27,377.935,103.348,-4.901
0,8.00E+18,0.017,0.29,400.736,107.308,-5.207
0,8.00E+18,0.017,0.31,387.6625,109.376,-5.522
0,8.00E+18,0.019,0.15,234.827,72.588,-3.904
0,8.00E+18,0.019,0.17,263.4165,77.704,-4.223
0,8.00E+18,0.019,0.19,291.723,82.652,-4.566
0,8.00E+18,0.019,0.21,319.86,87.408,-4.905
0,8.00E+18,0.019,0.23,347.7605,92.232,-5.232
0,8.00E+18,0.019,0.25,375.145,96.796,-5.592
0,8.00E+18,0.019,0.27,401.3685,100.976,-5.936
0,8.00E+18,0.019,0.29,421.9495,104.72,-6.284
0,8.00E+18,0.019,0.31,405.064,106.568,-6.65
0,8.00E+18,0.021,0.15,257.521,71.764,-4.791
0,8.00E+18,0.021,0.17,284.3715,76.716,-5.16
0,8.00E+18,0.021,0.19,311.442,81.52,-5.517
0,8.00E+18,0.021,0.21,338.66,86.024,-5.902
0,8.00E+18,0.021,0.23,365.834,90.576,-6.266
0,8.00E+18,0.021,0.25,392.5925,94.86,-6.66
0,8.00E+18,0.021,0.27,418.208,98.752,-7.039
0,8.00E+18,0.021,0.29,437.787,102.496,-7.433
0,8.00E+18,0.021,0.31,419.433,104.444,-7.831
0,8.00E+18,0.023,0.15,271.918,71.272,-5.741
0,8.00E+18,0.023,0.17,298.554,75.856,-6.154
0,8.00E+18,0.023,0.19,325.545,80.484,-6.554
0,8.00E+18,0.023,0.21,352.763,84.76,-6.958
0,8.00E+18,0.023,0.23,379.968,89.136,-7.38
0,8.00E+18,0.023,0.25,406.735,93.08,-7.789
0,8.00E+18,0.023,0.27,432.264,96.96,-8.21
0,8.00E+18,0.023,0.29,451.093,100.376,-8.647
0,8.00E+18,0.023,0.31,430.716,102.28,-9.078
0,8.00E+18,0.025,0.15,280.319,70.636,-6.768
0,8.00E+18,0.025,0.17,306.968,75.076,-7.206
0,8.00E+18,0.025,0.19,334.02,79.34,-7.651
0,8.00E+18,0.025,0.21,361.343,83.64,-8.096
0,8.00E+18,0.025,0.23,388.693,87.596,-8.536
0,8.00E+18,0.025,0.25,415.637,91.444,-8.984
0,8.00E+18,0.025,0.27,441.354,95.136,-9.451
0,8.00E+18,0.025,0.29,460.305,98.356,-9.921
0,8.00E+18,0.025,0.31,440.397,100.232,-10.394
0,8.00E+18,0.027,0.15,286.823,69.928,-7.87
0,8.00E+18,0.027,0.17,313.469,74.296,-8.337
0,8.00E+18,0.027,0.19,340.532,78.456,-8.807
0,8.00E+18,0.027,0.21,367.882,82.412,-9.282
0,8.00E+18,0.027,0.23,395.275,86.156,-9.761
0,8.00E+18,0.027,0.25,422.281,89.908,-10.248
0,8.00E+18,0.027,0.27,448.087,93.392,-10.746
0,8.00E+18,0.027,0.29,467.264,96.488,-11.247
0,8.00E+18,0.027,0.31,448.55,98.124,-11.757
0,8.00E+18,0.029,0.15,292.739,69.508,-9.012
0,8.00E+18,0.029,0.17,319.375,73.576,-9.516
0,8.00E+18,0.029,0.19,346.434,77.512,-10.027
0,8.00E+18,0.029,0.21,373.786,81.308,-10.546
0,8.00E+18,0.029,0.23,401.189,84.96,-11.071
0,8.00E+18,0.029,0.25,428.217,88.444,-11.6
0,8.00E+18,0.029,0.27,454.069,91.712,-12.134
0,8.00E+18,0.029,0.29,473.483,94.672,-12.671
0,8.00E+18,0.029,0.31,456.102,96.52,-13.211
0,1.00E+19,0.015,0.15,183.824,77.372,-2.772
0,1.00E+19,0.015,0.17,215.441,82.908,-3.037
0,1.00E+19,0.015,0.19,248.1605,88.412,-3.304
0,1.00E+19,0.015,0.21,281.1685,93.788,-3.574
0,1.00E+19,0.015,0.23,313.5415,98.984,-3.846
0,1.00E+19,0.015,0.25,344.6695,103.972,-4.12
0,1.00E+19,0.015,0.27,374.098,108.668,-4.395
0,1.00E+19,0.015,0.29,398.912,112.912,-4.671
0,1.00E+19,0.015,0.31,392.3725,115.116,-4.948
0,1.00E+19,0.017,0.15,237.4815,76.716,-3.673
0,1.00E+19,0.017,0.17,266.8825,81.984,-3.962
0,1.00E+19,0.017,0.19,295.836,87.136,-4.252
0,1.00E+19,0.017,0.21,324.4745,92.152,-4.571
0,1.00E+19,0.017,0.23,352.7765,96.992,-4.879
0,1.00E+19,0.017,0.25,380.5025,101.604,-5.183
0,1.00E+19,0.017,0.27,407.0495,105.924,-5.484
0,1.00E+19,0.017,0.29,428.3755,110.044,-5.813
0,1.00E+19,0.017,0.31,415.393,112.024,-6.137
0,1.00E+19,0.019,0.15,267.575,75.988,-4.65
0,1.00E+19,0.019,0.17,294.522,81.008,-4.97
0,1.00E+19,0.019,0.19,321.681,85.868,-5.311
0,1.00E+19,0.019,0.21,348.98,90.528,-5.652
0,1.00E+19,0.019,0.23,376.2275,95.152,-5.98
0,1.00E+19,0.019,0.25,403.054,99.656,-6.339
0,1.00E+19,0.019,0.27,428.7365,103.792,-6.684
0,1.00E+19,0.019,0.29,448.6595,107.344,-7.032
0,1.00E+19,0.019,0.31,433.1105,109.528,-7.4
0,1.00E+19,0.021,0.15,283.643,75.344,-5.7
0,1.00E+19,0.021,0.17,310.2505,80.04,-6.07
0,1.00E+19,0.021,0.19,337.224,84.616,-6.436
0,1.00E+19,0.021,0.21,364.44,89.24,-6.811
0,1.00E+19,0.021,0.23,391.666,93.516,-7.187
0,1.00E+19,0.021,0.25,418.4885,97.7,-7.572
0,1.00E+19,0.021,0.27,444.128,101.652,-7.952
0,1.00E+19,0.021,0.29,463.6805,105.088,-8.352
0,1.00E+19,0.021,0.31,447.404,107.052,-8.732
0,1.00E+19,0.023,0.15,294.13,74.648,-6.846
0,1.00E+19,0.023,0.17,320.826,79.276,-7.232
0,1.00E+19,0.023,0.19,347.934,83.616,-7.65
0,1.00E+19,0.023,0.21,375.322,87.96,-8.054
0,1.00E+19,0.023,0.23,402.743,92.02,-8.463
0,1.00E+19,0.023,0.25,429.763,96.056,-8.891
0,1.00E+19,0.023,0.27,455.568,99.564,-9.31
0,1.00E+19,0.023,0.29,474.908,103.08,-9.729
0,1.00E+19,0.023,0.31,457.789,105.04,-10.173
0,1.00E+19,0.025,0.15,301.694,74.136,-8.064
0,1.00E+19,0.025,0.17,328.38,78.452,-8.487
0,1.00E+19,0.025,0.19,355.49,82.544,-8.936
0,1.00E+19,0.025,0.21,382.892,86.744,-9.386
0,1.00E+19,0.025,0.23,410.341,90.616,-9.834
0,1.00E+19,0.025,0.25,437.407,94.284,-10.28
0,1.00E+19,0.025,0.27,463.284,97.908,-10.736
0,1.00E+19,0.025,0.29,482.864,101.06,-11.208
0,1.00E+19,0.025,0.31,467.031,102.984,-11.684
0,1.00E+19,0.027,0.15,308.709,73.52,-9.371
0,1.00E+19,0.027,0.17,335.383,77.708,-9.839
0,1.00E+19,0.027,0.19,362.485,81.696,-10.311
0,1.00E+19,0.027,0.21,389.885,85.488,-10.786
0,1.00E+19,0.027,0.23,417.339,89.2,-11.268
0,1.00E+19,0.027,0.25,444.424,92.84,-11.756
0,1.00E+19,0.027,0.27,470.345,96.196,-12.252
0,1.00E+19,0.027,0.29,490.167,99.188,-12.757
0,1.00E+19,0.027,0.31,475.678,100.952,-13.271
0,1.00E+19,0.029,0.15,315.561,73.056,-10.741
0,1.00E+19,0.029,0.17,342.223,76.936,-11.244
0,1.00E+19,0.029,0.19,369.317,80.696,-11.754
0,1.00E+19,0.029,0.21,396.712,84.348,-12.275
0,1.00E+19,0.029,0.23,424.168,87.924,-12.803
0,1.00E+19,0.029,0.25,451.267,91.312,-13.336
0,1.00E+19,0.029,0.27,477.226,94.444,-13.873
0,1.00E+19,0.029,0.29,497.273,97.272,-14.412
0,1.00E+19,0.029,0.31,484.026,99.248,-14.954
1,2.00E+16,0.015,0.15,23.6859,76.444,-0.455
1,2.00E+16,0.015,0.17,39.55095,84.936,-0.714
1,2.00E+16,0.015,0.19,59.8661,93.136,-0.975
1,2.00E+16,0.015,0.21,84.6449,101.06,-1.237
1,2.00E+16,0.015,0.23,113.91565,108.796,-1.501
1,2.00E+16,0.015,0.25,147.6455,116.236,-1.782
1,2.00E+16,0.015,0.27,185.7845,123.416,-2.064
1,2.00E+16,0.015,0.29,228.111,130.268,-2.345
1,2.00E+16,0.015,0.31,274.181,136.076,-2.627
1,2.00E+16,0.017,0.15,34.7931,74.592,-0.692
1,2.00E+16,0.017,0.17,55.07535,82.66,-0.979
1,2.00E+16,0.017,0.19,80.27115,90.464,-1.28
1,2.00E+16,0.017,0.21,110.39145,98.016,-1.591
1,2.00E+16,0.017,0.23,145.4345,105.3,-1.895
1,2.00E+16,0.017,0.25,185.355,112.336,-2.195
1,2.00E+16,0.017,0.27,229.928,119.076,-2.493
1,2.00E+16,0.017,0.29,278.638,125.604,-2.824
1,2.00E+16,0.017,0.31,330.387,131.956,-3.145
1,2.00E+16,0.019,0.15,46.73425,72.856,-0.928
1,2.00E+16,0.019,0.17,71.28255,80.576,-1.244
1,2.00E+16,0.019,0.19,101.1872,87.972,-1.594
1,2.00E+16,0.019,0.21,136.442,95.304,-1.926
1,2.00E+16,0.019,0.23,176.9935,102.396,-2.248
1,2.00E+16,0.019,0.25,222.5875,108.83,-2.612
1,2.00E+16,0.019,0.27,272.5845,115.244,-2.95
1,2.00E+16,0.019,0.29,325.474,121.696,-3.302
1,2.00E+16,0.019,0.31,378.1645,127.66,-3.662
1,2.00E+16,0.021,0.15,59.16735,71.24,-1.165
1,2.00E+16,0.021,0.17,87.84795,78.648,-1.517
1,2.00E+16,0.021,0.19,122.304,85.856,-1.897
1,2.00E+16,0.021,0.21,162.4575,92.912,-2.248
1,2.00E+16,0.021,0.23,208.0345,99.41,-2.642
1,2.00E+16,0.021,0.25,258.2825,106.008,-3
1,2.00E+16,0.021,0.27,311.2945,112.372,-3.403
1,2.00E+16,0.021,0.29,363.932,118.16,-3.778
1,2.00E+16,0.021,0.31,412.8415,123.736,-4.179
1,2.00E+16,0.023,0.15,71.6005,60.8136,-1.402
1,2.00E+16,0.023,0.17,104.444,71.5624,-1.794
1,2.00E+16,0.023,0.19,143.425,81.584,-2.195
1,2.00E+16,0.023,0.21,188.332,90.504,-2.607
1,2.00E+16,0.023,0.23,238.537,97.34,-2.997
1,2.00E+16,0.023,0.25,292.129,103.632,-3.427
1,2.00E+16,0.023,0.27,345.129,109.464,-3.85
1,2.00E+16,0.023,0.29,394.053,115.18,-4.255
1,2.00E+16,0.023,0.31,438.171,120.42,-4.696
1,2.00E+16,0.025,0.15,84.5631,62.2708,-1.638
1,2.00E+16,0.025,0.17,121.276,72.448,-2.067
1,2.00E+16,0.025,0.19,164.404,81.628,-2.49
1,2.00E+16,0.025,0.21,213.294,88.624,-2.94
1,2.00E+16,0.025,0.23,266.118,94.984,-3.39
1,2.00E+16,0.025,0.25,318.809,100.88,-3.84
1,2.00E+16,0.025,0.27,367.929,106.6,-4.287
1,2.00E+16,0.025,0.29,412.919,112.096,-4.74
1,2.00E+16,0.025,0.31,453.665,117.036,-5.213
1,2.00E+16,0.027,0.15,97.5673,63.2336,-1.874
1,2.00E+16,0.027,0.17,137.994,72.748,-2.339
1,2.00E+16,0.027,0.19,184.83,80.516,-2.805
1,2.00E+16,0.027,0.21,236.465,86.688,-3.273
1,2.00E+16,0.027,0.23,289.025,92.536,-3.747
1,2.00E+16,0.027,0.25,338.35,98.44,-4.236
1,2.00E+16,0.027,0.27,383.825,103.984,-4.729
1,2.00E+16,0.027,0.29,426.229,109.152,-5.227
1,2.00E+16,0.027,0.31,464.909,113.9,-5.729
1,2.00E+16,0.029,0.15,110.534,63.7672,-2.11
1,2.00E+16,0.029,0.17,154.42,72.34,-2.61
1,2.00E+16,0.029,0.19,204.203,78.748,-3.114
1,2.00E+16,0.029,0.21,256.526,84.796,-3.624
1,2.00E+16,0.029,0.23,306.409,90.628,-4.14
1,2.00E+16,0.029,0.25,352.331,96.156,-4.66
1,2.00E+16,0.029,0.27,395.446,101.42,-5.185
1,2.00E+16,0.029,0.29,436.148,106.388,-5.713
1,2.00E+16,0.029,0.31,473.418,110.984,-6.246
1,4.00E+16,0.015,0.15,23.70115,76.432,-0.455
1,4.00E+16,0.015,0.17,39.56995,84.928,-0.715
1,4.00E+16,0.015,0.19,59.8891,93.124,-0.975
1,4.00E+16,0.015,0.21,84.67285,101.056,-1.237
1,4.00E+16,0.015,0.23,113.9494,108.796,-1.501
1,4.00E+16,0.015,0.25,147.6865,116.236,-1.782
1,4.00E+16,0.015,0.27,185.835,123.42,-2.064
1,4.00E+16,0.015,0.29,228.1715,130.276,-2.346
1,4.00E+16,0.015,0.31,274.2535,136.09,-2.627
1,4.00E+16,0.017,0.15,34.8193,74.596,-0.692
1,4.00E+16,0.017,0.17,55.1079,82.66,-0.98
1,4.00E+16,0.017,0.19,80.3106,90.472,-1.281
1,4.00E+16,0.017,0.21,110.43905,98.02,-1.592
1,4.00E+16,0.017,0.23,145.491,105.304,-1.896
1,4.00E+16,0.017,0.25,185.422,112.348,-2.196
1,4.00E+16,0.017,0.27,230.0075,119.084,-2.493
1,4.00E+16,0.017,0.29,278.73,125.62,-2.825
1,4.00E+16,0.017,0.31,330.4915,131.984,-3.145
1,4.00E+16,0.019,0.15,46.77535,72.872,-0.929
1,4.00E+16,0.019,0.17,71.33345,80.588,-1.245
1,4.00E+16,0.019,0.19,101.24825,87.988,-1.594
1,4.00E+16,0.019,0.21,136.5145,95.32,-1.926
1,4.00E+16,0.019,0.23,177.079,102.416,-2.249
1,4.00E+16,0.019,0.25,222.6865,108.854,-2.612
1,4.00E+16,0.019,0.27,272.6975,115.264,-2.95
1,4.00E+16,0.019,0.29,325.599,121.72,-3.303
1,4.00E+16,0.019,0.31,378.3,127.684,-3.662
1,4.00E+16,0.021,0.15,59.2277,71.268,-1.166
1,4.00E+16,0.021,0.17,87.92225,78.668,-1.519
1,4.00E+16,0.021,0.19,122.3925,85.88,-1.897
1,4.00E+16,0.021,0.21,162.5615,92.94,-2.249
1,4.00E+16,0.021,0.23,208.1545,99.438,-2.643
1,4.00E+16,0.021,0.25,258.4175,106.04,-3.001
1,4.00E+16,0.021,0.27,311.4415,112.404,-3.403
1,4.00E+16,0.021,0.29,364.0885,118.188,-3.779
1,4.00E+16,0.021,0.31,413.005,123.768,-4.179
1,4.00E+16,0.023,0.15,307.316,111.068,-3.406
1,4.00E+16,0.023,0.17,360.705,116.532,-3.794
1,4.00E+16,0.023,0.19,411.215,121.848,-4.195
1,4.00E+16,0.023,0.21,458.909,127.248,-4.607
1,4.00E+16,0.023,0.23,504.025,132.276,-4.996
1,4.00E+16,0.023,0.25,547.476,137.352,-5.427
1,4.00E+16,0.023,0.27,589.512,142.096,-5.85
1,4.00E+16,0.023,0.29,629.941,146.664,-6
1,4.00E+16,0.023,0.31,667.902,150.972,-6
1,4.00E+16,0.025,0.15,321.729,108.084,-3.642
1,4.00E+16,0.025,0.17,373.968,113.38,-4.068
1,4.00E+16,0.025,0.19,422.591,118.532,-4.488
1,4.00E+16,0.025,0.21,468.685,123.452,-4.939
1,4.00E+16,0.025,0.23,512.564,128.504,-5.39
1,4.00E+16,0.025,0.25,555.043,133.172,-5.839
1,4.00E+16,0.025,0.27,596.277,137.616,-6
1,4.00E+16,0.025,0.29,635.998,142.1,-6
1,4.00E+16,0.025,0.31,673.247,146.1,-6
1,4.00E+16,0.027,0.15,97.7131,63.2956,-1.876
1,4.00E+16,0.027,0.17,138.168,72.804,-2.34
1,4.00E+16,0.027,0.19,185.032,80.572,-2.806
1,4.00E+16,0.027,0.21,236.688,86.74,-3.275
1,4.00E+16,0.027,0.23,289.26,92.592,-3.748
1,4.00E+16,0.027,0.25,338.593,98.492,-4.237
1,4.00E+16,0.027,0.27,384.077,104.032,-4.73
1,4.00E+16,0.027,0.29,426.492,109.2,-5.228
1,4.00E+16,0.027,0.31,465.183,113.948,-5.73
1,4.00E+16,0.029,0.15,110.715,63.8368,-2.112
1,4.00E+16,0.029,0.17,154.635,72.408,-2.611
1,4.00E+16,0.029,0.19,204.445,78.808,-3.116
1,4.00E+16,0.029,0.21,256.785,84.856,-3.626
1,4.00E+16,0.029,0.23,306.677,90.68,-4.141
1,4.00E+16,0.029,0.25,352.608,96.212,-4.661
1,4.00E+16,0.029,0.27,395.734,101.476,-5.186
1,4.00E+16,0.029,0.29,436.448,106.44,-5.715
1,4.00E+16,0.029,0.31,473.731,111.04,-6.247
1,6.00E+16,0.015,0.15,23.71805,76.428,-0.456
1,6.00E+16,0.015,0.17,39.5914,84.924,-0.715
1,6.00E+16,0.015,0.19,59.9154,93.12,-0.975
1,6.00E+16,0.015,0.21,84.70475,101.056,-1.237
1,6.00E+16,0.015,0.23,113.98805,108.8,-1.502
1,6.00E+16,0.015,0.25,147.7335,116.244,-1.783
1,6.00E+16,0.015,0.27,185.892,123.432,-2.064
1,6.00E+16,0.015,0.29,228.239,130.292,-2.346
1,6.00E+16,0.015,0.31,274.3325,136.11,-2.628
1,6.00E+16,0.017,0.15,34.8476,74.604,-0.693
1,6.00E+16,0.017,0.17,55.14345,82.664,-0.98
1,6.00E+16,0.017,0.19,80.354,90.48,-1.281
1,6.00E+16,0.017,0.21,110.491,98.028,-1.592
1,6.00E+16,0.017,0.23,145.5525,105.32,-1.896
1,6.00E+16,0.017,0.25,185.496,112.36,-2.196
1,6.00E+16,0.017,0.27,230.093,119.1,-2.493
1,6.00E+16,0.017,0.29,278.8285,125.642,-2.825
1,6.00E+16,0.017,0.31,330.603,132.004,-3.145
1,6.00E+16,0.019,0.15,46.8189,72.892,-0.93
1,6.00E+16,0.019,0.17,71.3877,80.608,-1.245
1,6.00E+16,0.019,0.19,101.31395,88.008,-1.595
1,6.00E+16,0.019,0.21,136.592,95.344,-1.927
1,6.00E+16,0.019,0.23,177.1695,102.44,-2.249
1,6.00E+16,0.019,0.25,222.7915,108.878,-2.613
1,6.00E+16,0.019,0.27,272.8175,115.296,-2.951
1,6.00E+16,0.019,0.29,325.7315,121.752,-3.303
1,6.00E+16,0.019,0.31,378.442,127.716,-3.663
1,6.00E+16,0.021,0.15,59.2905,71.296,-1.166
1,6.00E+16,0.021,0.17,87.9998,78.7,-1.52
1,6.00E+16,0.021,0.19,122.485,85.912,-1.898
1,6.00E+16,0.021,0.21,162.67,92.968,-2.25
1,6.00E+16,0.021,0.23,208.279,99.468,-2.643
1,6.00E+16,0.021,0.25,258.5585,106.072,-3.002
1,6.00E+16,0.021,0.27,311.595,112.436,-3.404
1,6.00E+16,0.021,0.29,364.251,118.22,-3.781
1,6.00E+16,0.021,0.31,413.175,123.804,-4.18
1,6.00E+16,0.023,0.15,307.316,111.068,-3.406
1,6.00E+16,0.023,0.17,360.705,116.532,-3.794
1,6.00E+16,0.023,0.19,411.215,121.848,-4.195
1,6.00E+16,0.023,0.21,458.909,127.248,-4.607
1,6.00E+16,0.023,0.23,504.025,132.276,-4.996
1,6.00E+16,0.023,0.25,547.476,137.352,-5.427
1,6.00E+16,0.023,0.27,589.512,142.096,-5.85
1,6.00E+16,0.023,0.29,629.941,146.664,-6
1,6.00E+16,0.023,0.31,667.902,150.972,-6
1,6.00E+16,0.025,0.15,321.729,108.084,-3.642
1,6.00E+16,0.025,0.17,373.968,113.38,-4.068
1,6.00E+16,0.025,0.19,422.591,118.532,-4.488
1,6.00E+16,0.025,0.21,468.685,123.452,-4.939
1,6.00E+16,0.025,0.23,512.564,128.504,-5.39
1,6.00E+16,0.025,0.25,555.043,133.172,-5.839
1,6.00E+16,0.025,0.27,596.277,137.616,-6
1,6.00E+16,0.025,0.29,635.998,142.1,-6
1,6.00E+16,0.025,0.31,673.247,146.1,-6
1,6.00E+16,0.027,0.15,97.8595,63.358,-1.877
1,6.00E+16,0.027,0.17,138.344,72.868,-2.341
1,6.00E+16,0.027,0.19,185.234,80.624,-2.808
1,6.00E+16,0.027,0.21,236.912,86.792,-3.276
1,6.00E+16,0.027,0.23,289.495,92.64,-3.749
1,6.00E+16,0.027,0.25,338.835,98.536,-4.238
1,6.00E+16,0.027,0.27,384.328,104.08,-4.731
1,6.00E+16,0.027,0.29,426.754,109.252,-5.229
1,6.00E+16,0.027,0.31,465.457,113.996,-5.731
1,6.00E+16,0.029,0.15,110.896,63.9076,-2.113
1,6.00E+16,0.029,0.17,154.849,72.476,-2.613
1,6.00E+16,0.029,0.19,204.688,78.864,-3.117
1,6.00E+16,0.029,0.21,257.044,84.912,-3.627
1,6.00E+16,0.029,0.23,306.943,90.736,-4.142
1,6.00E+16,0.029,0.25,352.883,96.264,-4.663
1,6.00E+16,0.029,0.27,396.019,101.532,-5.187
1,6.00E+16,0.029,0.29,436.745,106.496,-5.716
1,6.00E+16,0.029,0.31,474.04,111.092,-6.248
1,8.00E+16,0.015,0.15,23.73615,76.432,-0.456
1,8.00E+16,0.015,0.17,39.61475,84.928,-0.715
1,8.00E+16,0.015,0.19,59.9443,93.124,-0.976
1,8.00E+16,0.015,0.21,84.73975,101.064,-1.238
1,8.00E+16,0.015,0.23,114.03055,108.808,-1.502
1,8.00E+16,0.015,0.25,147.7845,116.256,-1.783
1,8.00E+16,0.015,0.27,185.953,123.448,-2.065
1,8.00E+16,0.015,0.29,228.311,130.312,-2.346
1,8.00E+16,0.015,0.31,274.416,136.132,-2.628
1,8.00E+16,0.017,0.15,34.87745,74.62,-0.693
1,8.00E+16,0.017,0.17,55.1812,82.676,-0.98
1,8.00E+16,0.017,0.19,80.40025,90.492,-1.282
1,8.00E+16,0.017,0.21,110.5468,98.044,-1.593
1,8.00E+16,0.017,0.23,145.6185,105.336,-1.897
1,8.00E+16,0.017,0.25,185.5735,112.38,-2.196
1,8.00E+16,0.017,0.27,230.1835,119.124,-2.494
1,8.00E+16,0.017,0.29,278.933,125.664,-2.826
1,8.00E+16,0.017,0.31,330.72,132.032,-3.146
1,8.00E+16,0.019,0.15,46.8642,72.912,-0.93
1,8.00E+16,0.019,0.17,71.44435,80.632,-1.246
1,8.00E+16,0.019,0.19,101.3823,88.032,-1.596
1,8.00E+16,0.019,0.21,136.6735,95.368,-1.927
1,8.00E+16,0.019,0.23,177.2645,102.464,-2.25
1,8.00E+16,0.019,0.25,222.9015,108.906,-2.614
1,8.00E+16,0.019,0.27,272.9415,115.328,-2.951
1,8.00E+16,0.019,0.29,325.8685,121.784,-3.304
1,8.00E+16,0.019,0.31,378.5895,127.748,-3.663
1,8.00E+16,0.021,0.15,59.35505,71.332,-1.167
1,8.00E+16,0.021,0.17,88.0792,78.732,-1.521
1,8.00E+16,0.021,0.19,122.5805,85.944,-1.899
1,8.00E+16,0.021,0.21,162.7815,93,-2.25
1,8.00E+16,0.021,0.23,208.4075,99.498,-2.644
1,8.00E+16,0.021,0.25,258.7025,106.104,-3.003
1,8.00E+16,0.021,0.27,311.7525,112.468,-3.405
1,8.00E+16,0.021,0.29,364.417,118.256,-3.782
1,8.00E+16,0.021,0.31,413.349,123.844,-4.181
1,8.00E+16,0.023,0.15,307.316,111.068,-3.406
1,8.00E+16,0.023,0.17,360.705,116.532,-3.794
1,8.00E+16,0.023,0.19,411.215,121.848,-4.195
1,8.00E+16,0.023,0.21,458.909,127.248,-4.607
1,8.00E+16,0.023,0.23,504.025,132.276,-4.996
1,8.00E+16,0.023,0.25,547.476,137.352,-5.427
1,8.00E+16,0.023,0.27,589.512,142.096,-5.85
1,8.00E+16,0.023,0.29,629.941,146.664,-6
1,8.00E+16,0.023,0.31,667.902,150.972,-6
1,8.00E+16,0.025,0.15,321.729,108.084,-3.642
1,8.00E+16,0.025,0.17,373.968,113.38,-4.068
1,8.00E+16,0.025,0.19,422.591,118.532,-4.488
1,8.00E+16,0.025,0.21,468.685,123.452,-4.939
1,8.00E+16,0.025,0.23,512.564,128.504,-5.39
1,8.00E+16,0.025,0.25,555.043,133.172,-5.839
1,8.00E+16,0.025,0.27,596.277,137.616,-6
1,8.00E+16,0.025,0.29,635.998,142.1,-6
1,8.00E+16,0.025,0.31,673.247,146.1,-6
1,8.00E+16,0.027,0.15,98.0058,63.4196,-1.878
1,8.00E+16,0.027,0.17,138.519,72.928,-2.343
1,8.00E+16,0.027,0.19,185.437,80.68,-2.809
1,8.00E+16,0.027,0.21,237.136,86.844,-3.278
1,8.00E+16,0.027,0.23,289.729,92.692,-3.75
1,8.00E+16,0.027,0.25,339.076,98.588,-4.239
1,8.00E+16,0.027,0.27,384.578,104.128,-4.732
1,8.00E+16,0.027,0.29,427.014,109.3,-5.23
1,8.00E+16,0.027,0.31,465.729,114.048,-5.732
1,8.00E+16,0.029,0.15,111.076,63.978,-2.115
1,8.00E+16,0.029,0.17,155.061,72.536,-2.614
1,8.00E+16,0.029,0.19,204.928,78.92,-3.119
1,8.00E+16,0.029,0.21,257.3,84.968,-3.629
1,8.00E+16,0.029,0.23,307.207,90.792,-4.144
1,8.00E+16,0.029,0.25,353.153,96.32,-4.664
1,8.00E+16,0.029,0.27,396.299,101.58,-5.189
1,8.00E+16,0.029,0.29,437.036,106.548,-5.717
1,8.00E+16,0.029,0.31,474.345,111.14,-6.249
